"Device_ID","Device_Type","Operating_System","Department","Vulnerability","Threat","Attack","CPU_Usage","Memory_Usage","Network_Traffic","Failed_Logins","Open_Ports","Patch_Level","Firewall","Antivirus","User_Behaviour_Score","Risk_Score","Compromised"
"DEV0344","Server","Linux","Sales","Remote Code Execution","Ransomware","DDoS",49.69,69.81,50.68,14,12,"Updated","Enabled","Not Installed",95.56,3,"No"
"DEV0345","Desktop","Linux","IT","Privilege Escalation","Insider Threat","Phishing",96.67,92.49,215.49,16,14,"Outdated","Disabled","Not Installed",89.9,57,"No"
"DEV0346","Server","Windows","Finance","Open Port","APT","Brute Force",69.63,36.42,293.71,0,1,"Updated","Enabled","Installed",93.66,31,"Yes"
"DEV0347","Laptop","Windows","Admin","Unpatched Software","APT","DDoS",98.76,15.53,53.9,10,22,"Outdated","Disabled","Not Installed",79.95,38,"Yes"
"DEV0348","Laptop","macOS","Admin","Buffer Overflow","APT","DDoS",46.38,83.24,233.77,10,21,"Updated","Disabled","Not Installed",50.52,58,"Yes"
"DEV0349","IoT Device","macOS","IT","Weak Password","Malware","Brute Force",70,35.28,321.04,9,9,"Updated","Disabled","Not Installed",43.67,63,"Yes"
"DEV0350","Laptop","macOS","Finance","Weak Password","Ransomware","Phishing",92.17,23.16,154.05,2,15,"Updated","Enabled","Not Installed",48.56,62,"Yes"
"DEV0351","Laptop","Android","IT","Outdated Antivirus","Ransomware","DDoS",65.39,20.33,110.76,14,22,"Updated","Disabled","Not Installed",59.13,51,"No"
"DEV0352","Laptop","Linux","HR","Unpatched Software","Malware","Brute Force",84.26,61.12,424.37,16,7,"Outdated","Enabled","Installed",62.22,33,"Yes"
"DEV0353","IoT Device","macOS","Admin","Buffer Overflow","Malware","Phishing",81.68,38.66,419.82,16,24,"Updated","Disabled","Not Installed",54.95,49,"Yes"
"DEV0354","Server","macOS","HR","Buffer Overflow","Malware","DDoS",21.97,17.19,198.27,1,17,"Outdated","Enabled","Not Installed",41.38,45,"No"
"DEV0355","Laptop","Linux","Admin","Unpatched Software","Malware","DDoS",40.05,59.43,53.2,10,22,"Outdated","Enabled","Installed",85.2,88,"No"
"DEV0356","IoT Device","macOS","Finance","Weak Password","Ransomware","DDoS",42.25,74.31,149.92,3,1,"Outdated","Enabled","Not Installed",81.33,71,"No"
"DEV0357","Laptop","Windows","HR","Unpatched Software","Malware","Phishing",75.26,45.66,251.55,6,17,"Outdated","Disabled","Not Installed",41.64,35,"No"
"DEV0358","Server","macOS","IT","Cross-Site Scripting","APT","Phishing",26.09,49.14,286.51,19,9,"Outdated","Disabled","Not Installed",68.14,56,"No"
"DEV0359","Server","macOS","Admin","Cross-Site Scripting","Ransomware","Brute Force",32.89,38.35,115.74,14,24,"Updated","Disabled","Not Installed",81.74,96,"No"
"DEV0360","IoT Device","macOS","Finance","Outdated Antivirus","Insider Threat","Phishing",60.05,92.85,297.91,8,13,"Outdated","Disabled","Installed",42.58,53,"No"
"DEV0361","Desktop","Linux","Admin","Unpatched Software","Ransomware","Brute Force",50.64,51.1,441.57,14,21,"Updated","Enabled","Not Installed",83.01,96,"No"
"DEV0362","Laptop","Linux","IT","Firewall Misconfiguration","APT","DDoS",59.43,26.84,478.15,4,12,"Outdated","Enabled","Not Installed",64.36,52,"No"
"DEV0363","Laptop","Windows","HR","Buffer Overflow","APT","Phishing",82.93,65.31,155.01,8,16,"Outdated","Enabled","Not Installed",85.3,65,"Yes"
"DEV0364","Laptop","Windows","Sales","Cross-Site Scripting","Insider Threat","Phishing",83.4,24.42,144.43,2,8,"Updated","Disabled","Not Installed",68.92,38,"No"
"DEV0365","Desktop","macOS","Finance","Unpatched Software","Ransomware","DDoS",37.82,31.27,421.34,17,11,"Updated","Enabled","Not Installed",43.33,40,"Yes"
"DEV0366","Laptop","Linux","Sales","Privilege Escalation","Ransomware","Phishing",29.71,90.37,453.01,4,8,"Outdated","Enabled","Not Installed",87.91,43,"Yes"
"DEV0367","Desktop","Android","Sales","Firewall Misconfiguration","Malware","Brute Force",84.21,16.58,193.9,19,3,"Outdated","Disabled","Installed",91.61,32,"Yes"
"DEV0368","Laptop","Android","HR","Open Port","Ransomware","Phishing",28.26,60.48,334.87,18,24,"Updated","Disabled","Not Installed",68.69,69,"Yes"
"DEV0369","IoT Device","macOS","Admin","Remote Code Execution","Ransomware","Phishing",75.38,29.71,298.24,16,2,"Updated","Enabled","Installed",41.84,5,"No"
"DEV0370","Laptop","macOS","Sales","Buffer Overflow","Ransomware","DDoS",51.36,18.27,147.12,18,25,"Outdated","Disabled","Installed",54.28,78,"No"
"DEV0371","Server","Android","IT","Unpatched Software","Malware","DDoS",93.93,17.36,467.68,0,20,"Outdated","Enabled","Installed",46.93,72,"Yes"
"DEV0372","Server","Windows","Finance","Open Port","Ransomware","Brute Force",24.3,78.01,384.79,17,5,"Updated","Disabled","Installed",55.64,25,"No"
"DEV0373","Desktop","Linux","Admin","Weak Password","Ransomware","Brute Force",98.79,76.2,161.4,13,8,"Updated","Disabled","Installed",55.3,87,"No"
"DEV0374","Desktop","macOS","Admin","Buffer Overflow","Ransomware","Brute Force",84.23,31.9,246.92,12,23,"Updated","Enabled","Not Installed",94.71,54,"Yes"
"DEV0375","Laptop","Windows","Admin","SQL Injection","Insider Threat","Brute Force",42.6,95.45,484.48,6,25,"Outdated","Enabled","Not Installed",48.79,24,"No"
"DEV0376","Server","macOS","Sales","Buffer Overflow","Malware","DDoS",46.67,69.48,387.28,10,23,"Updated","Disabled","Not Installed",62.85,20,"Yes"
"DEV0377","IoT Device","Linux","Admin","Buffer Overflow","Insider Threat","Phishing",72.16,25.46,427.09,17,12,"Updated","Disabled","Installed",55.23,94,"Yes"
"DEV0378","Laptop","Linux","Sales","Weak Password","Malware","DDoS",26.84,85.79,451.91,4,9,"Updated","Disabled","Installed",77.04,16,"Yes"
"DEV0379","Laptop","macOS","Sales","Firewall Misconfiguration","Malware","Phishing",95.24,30.6,455.24,13,5,"Updated","Disabled","Installed",81.46,47,"No"
"DEV0380","Desktop","Windows","Finance","Open Port","Malware","Brute Force",48.49,55.6,435.42,0,14,"Updated","Disabled","Installed",79.46,49,"Yes"
"DEV0381","Laptop","Windows","IT","Outdated Antivirus","Insider Threat","Brute Force",66.31,30.82,55.55,17,19,"Outdated","Disabled","Installed",43.83,69,"No"
"DEV0382","Desktop","Android","Finance","Open Port","APT","DDoS",80.3,75.24,424.62,8,24,"Outdated","Disabled","Not Installed",80.29,55,"No"
"DEV0383","Desktop","macOS","Sales","Remote Code Execution","Malware","Phishing",40.53,80.14,244.89,19,25,"Updated","Enabled","Installed",65.76,18,"No"
"DEV0384","Desktop","Android","IT","Open Port","Insider Threat","DDoS",91.59,93.53,113.72,6,18,"Updated","Enabled","Not Installed",43.99,56,"Yes"
"DEV0385","Desktop","Android","IT","Privilege Escalation","Ransomware","DDoS",32.74,57.54,82.06,6,23,"Outdated","Enabled","Not Installed",62.77,80,"No"
"DEV0386","IoT Device","Android","Admin","Firewall Misconfiguration","Insider Threat","Phishing",92.96,38.3,75.64,0,19,"Updated","Enabled","Not Installed",85.24,35,"No"
"DEV0387","IoT Device","macOS","Admin","Firewall Misconfiguration","APT","Brute Force",93.54,72.07,399.27,14,23,"Updated","Enabled","Installed",81.47,87,"Yes"
"DEV0388","IoT Device","Linux","Finance","Cross-Site Scripting","APT","Phishing",72.24,30.64,361.15,15,23,"Outdated","Enabled","Not Installed",92.95,73,"No"
"DEV0389","IoT Device","Android","HR","SQL Injection","Insider Threat","Phishing",99.63,79.72,450.18,5,22,"Updated","Enabled","Installed",47.65,42,"No"
"DEV0390","Server","macOS","Sales","Unpatched Software","APT","DDoS",72.99,75.68,95.89,11,21,"Outdated","Enabled","Not Installed",98.8,85,"No"
"DEV0391","IoT Device","macOS","Admin","Privilege Escalation","APT","Phishing",31.8,64.62,170.8,14,20,"Outdated","Enabled","Installed",90.01,42,"Yes"
"DEV0392","Server","macOS","Admin","Open Port","Insider Threat","Phishing",77.73,62.49,226.05,9,15,"Outdated","Enabled","Installed",45.63,36,"No"
"DEV0393","Server","Windows","Sales","Unpatched Software","Malware","Brute Force",63.52,70.85,186.98,2,9,"Outdated","Enabled","Not Installed",85.46,20,"Yes"
"DEV0394","Server","Android","Sales","SQL Injection","Insider Threat","Phishing",98.3,63.68,398.59,1,14,"Updated","Enabled","Not Installed",47.6,72,"Yes"
"DEV0395","Laptop","Windows","HR","SQL Injection","Malware","Brute Force",24.67,25.17,73.6,19,9,"Outdated","Disabled","Not Installed",50.52,7,"No"
"DEV0396","Server","macOS","HR","Firewall Misconfiguration","Insider Threat","DDoS",31.33,70.31,480.25,18,12,"Updated","Disabled","Installed",80.22,22,"Yes"
"DEV0397","Server","Windows","Sales","Firewall Misconfiguration","Ransomware","Brute Force",62.22,54.46,403.48,0,16,"Outdated","Disabled","Installed",41.37,94,"Yes"
"DEV0398","Server","Windows","IT","Open Port","APT","DDoS",74.76,63.5,356.71,8,3,"Updated","Enabled","Not Installed",58.37,20,"No"
"DEV0399","IoT Device","macOS","Finance","Unpatched Software","Insider Threat","Brute Force",50.35,37.32,467.63,12,21,"Updated","Disabled","Not Installed",49.29,48,"Yes"
"DEV0400","Desktop","Linux","HR","Unpatched Software","Ransomware","Phishing",48.73,73.27,237.6,11,10,"Outdated","Disabled","Installed",93.67,1,"Yes"
"DEV0401","Server","Linux","Finance","Outdated Antivirus","Malware","Brute Force",59.62,22.97,70.06,15,4,"Outdated","Enabled","Installed",62.14,47,"Yes"
"DEV0402","Server","Windows","Finance","SQL Injection","Malware","DDoS",91.21,24.12,433.71,1,8,"Updated","Enabled","Not Installed",43.91,21,"No"
"DEV0403","Server","Linux","Admin","Outdated Antivirus","Insider Threat","DDoS",99.85,25.06,65.73,18,8,"Outdated","Enabled","Installed",65.65,58,"No"
"DEV0404","Laptop","Android","Sales","Privilege Escalation","Insider Threat","Brute Force",96.89,70.48,79.89,17,7,"Updated","Enabled","Not Installed",78.7,78,"Yes"
"DEV0405","Laptop","macOS","Sales","Buffer Overflow","Malware","Brute Force",26.48,83.54,443.17,18,16,"Outdated","Disabled","Installed",94.79,75,"No"
"DEV0406","Server","Windows","IT","Unpatched Software","Malware","Phishing",22.75,95.99,181.17,5,3,"Updated","Enabled","Not Installed",79.03,89,"Yes"
"DEV0407","Desktop","Windows","Sales","Buffer Overflow","Ransomware","Brute Force",73.37,23.03,460.07,17,10,"Updated","Enabled","Installed",52.73,11,"No"
"DEV0408","Server","Windows","Finance","Unpatched Software","Insider Threat","DDoS",23.93,56.22,130.32,5,1,"Updated","Enabled","Installed",88.71,55,"Yes"
"DEV0409","Desktop","Android","HR","Privilege Escalation","Insider Threat","Phishing",97.33,43.47,340.2,17,15,"Outdated","Enabled","Installed",84.9,21,"No"
"DEV0410","Laptop","Windows","Admin","Unpatched Software","APT","DDoS",43.43,43.06,295.82,6,18,"Outdated","Disabled","Not Installed",89,52,"Yes"
"DEV0411","IoT Device","Android","HR","Weak Password","APT","Phishing",41.65,84.48,318.07,18,25,"Outdated","Enabled","Not Installed",74.9,58,"No"
"DEV0412","Desktop","Windows","Finance","Cross-Site Scripting","Malware","DDoS",58.87,73.36,183.74,15,9,"Outdated","Enabled","Installed",72.68,25,"No"
"DEV0413","Desktop","Windows","Finance","Outdated Antivirus","Ransomware","Phishing",36.5,67.21,170.25,14,21,"Outdated","Disabled","Not Installed",60.83,28,"Yes"
"DEV0414","Desktop","Linux","IT","Unpatched Software","Ransomware","Phishing",38.31,89.77,118.91,16,3,"Outdated","Disabled","Installed",42.94,20,"No"
"DEV0415","IoT Device","Linux","IT","Remote Code Execution","Malware","Phishing",61.54,76.66,334.72,1,5,"Updated","Enabled","Not Installed",54.74,58,"Yes"
"DEV0416","Laptop","Linux","HR","Open Port","Ransomware","DDoS",49.28,55.09,128.53,6,1,"Outdated","Disabled","Not Installed",77.76,56,"Yes"
"DEV0417","IoT Device","Android","IT","Outdated Antivirus","Malware","Brute Force",92.26,67.28,196.51,10,10,"Outdated","Disabled","Not Installed",42.09,70,"No"
"DEV0418","Laptop","macOS","IT","Outdated Antivirus","APT","Brute Force",39.33,73.3,195.79,2,6,"Outdated","Disabled","Installed",78.85,86,"No"
"DEV0419","Laptop","Linux","HR","Remote Code Execution","Malware","Brute Force",49.26,51.59,490.77,1,3,"Outdated","Enabled","Not Installed",43.99,55,"No"
"DEV0420","Server","Android","Admin","Privilege Escalation","Insider Threat","Brute Force",98.47,41.93,244.35,20,21,"Outdated","Disabled","Installed",41.94,24,"No"
"DEV0421","Server","Linux","Finance","Remote Code Execution","Malware","DDoS",32.2,16.15,196.97,17,17,"Outdated","Enabled","Installed",79.13,24,"No"
"DEV0422","Laptop","Linux","Admin","Cross-Site Scripting","Malware","Brute Force",35.62,36.24,406.24,7,13,"Outdated","Enabled","Installed",92.17,34,"No"
"DEV0423","Laptop","Windows","Admin","Privilege Escalation","Insider Threat","DDoS",62.25,37.52,50.38,15,16,"Updated","Disabled","Installed",97.72,68,"Yes"
"DEV0424","Server","Linux","Sales","Open Port","Ransomware","Phishing",52.69,41.38,222.41,13,11,"Updated","Disabled","Installed",72.59,19,"Yes"
"DEV0425","Laptop","Android","HR","Remote Code Execution","Insider Threat","Phishing",21.74,21.98,361.15,4,1,"Outdated","Disabled","Not Installed",83.54,3,"No"
"DEV0426","Server","macOS","Sales","Outdated Antivirus","APT","Phishing",54.03,90.41,402.2,16,17,"Updated","Disabled","Not Installed",47.93,64,"No"
"DEV0427","IoT Device","Android","Sales","Remote Code Execution","Malware","DDoS",25.6,44.27,96.96,20,25,"Updated","Disabled","Not Installed",73.45,24,"Yes"
"DEV0428","Desktop","Windows","Finance","Unpatched Software","Ransomware","Phishing",91.14,92.92,470.47,11,16,"Outdated","Disabled","Not Installed",76.46,27,"Yes"
"DEV0429","Laptop","macOS","HR","Remote Code Execution","Malware","Phishing",88.91,96.34,407.61,4,12,"Updated","Enabled","Not Installed",40.83,6,"No"
"DEV0430","Laptop","macOS","IT","Remote Code Execution","APT","DDoS",43.65,25.7,249.61,13,18,"Outdated","Disabled","Not Installed",89.83,52,"No"
"DEV0431","Server","macOS","Sales","Unpatched Software","Malware","DDoS",74.15,61.06,77.47,11,11,"Updated","Disabled","Not Installed",91.16,96,"Yes"
"DEV0432","IoT Device","Windows","Finance","Remote Code Execution","Insider Threat","DDoS",28.13,62.63,375.9,11,18,"Outdated","Disabled","Not Installed",83.22,87,"Yes"
"DEV0433","Desktop","Android","Sales","Cross-Site Scripting","Insider Threat","Phishing",21.19,34.59,229.06,0,24,"Updated","Enabled","Not Installed",74.44,74,"Yes"
"DEV0434","Server","macOS","Sales","Buffer Overflow","APT","Brute Force",89.68,70.69,295.75,6,1,"Updated","Enabled","Installed",60.56,22,"Yes"
"DEV0435","Desktop","Linux","HR","Remote Code Execution","Malware","Phishing",78.53,82.47,343.35,12,13,"Updated","Disabled","Not Installed",58.6,48,"Yes"
"DEV0436","Laptop","Android","Finance","Buffer Overflow","Malware","DDoS",92.97,21.49,356.53,3,4,"Outdated","Disabled","Not Installed",99.45,21,"Yes"
"DEV0437","Desktop","Windows","Sales","Unpatched Software","Insider Threat","DDoS",20.85,72.14,239.81,6,24,"Updated","Disabled","Not Installed",87.65,49,"Yes"
"DEV0438","Server","macOS","Admin","Unpatched Software","Malware","Brute Force",23.2,64.74,424.1,19,11,"Outdated","Enabled","Not Installed",65.56,85,"Yes"
"DEV0439","Desktop","Linux","IT","Buffer Overflow","APT","DDoS",46.2,53.84,61.6,15,3,"Outdated","Enabled","Not Installed",92.55,79,"No"
"DEV0440","Server","Linux","Sales","Firewall Misconfiguration","APT","Brute Force",50.92,42.95,493.78,16,19,"Outdated","Enabled","Not Installed",77.81,25,"Yes"
"DEV0441","Server","macOS","Admin","Buffer Overflow","APT","Phishing",69.42,49.03,84.51,12,9,"Outdated","Enabled","Not Installed",66.07,7,"No"
"DEV0442","Laptop","macOS","HR","Unpatched Software","Insider Threat","Brute Force",56.83,17.98,197.13,11,18,"Outdated","Disabled","Installed",81.01,89,"Yes"
"DEV0443","Desktop","macOS","Admin","Open Port","Ransomware","DDoS",26.13,51.7,138.9,15,23,"Updated","Disabled","Not Installed",77.16,47,"Yes"
"DEV0444","IoT Device","Windows","Finance","Outdated Antivirus","Insider Threat","Brute Force",58.69,78.52,434.45,19,9,"Updated","Disabled","Installed",89.68,48,"Yes"
"DEV0445","Laptop","Windows","IT","Open Port","APT","DDoS",91.8,54.14,476.54,20,2,"Outdated","Disabled","Installed",81.79,72,"No"
"DEV0446","Desktop","Android","IT","Open Port","APT","DDoS",46.78,39.84,103.35,12,21,"Updated","Enabled","Installed",88.08,29,"No"
"DEV0447","Desktop","macOS","Sales","Buffer Overflow","Malware","Brute Force",91.02,75.77,252.33,7,1,"Updated","Disabled","Not Installed",85.17,1,"Yes"
"DEV0448","IoT Device","macOS","HR","Open Port","Ransomware","Brute Force",35.18,20.54,259.86,9,5,"Outdated","Disabled","Not Installed",69.54,40,"No"
"DEV0449","Desktop","Windows","IT","Cross-Site Scripting","Ransomware","DDoS",39.99,60.72,454.53,2,16,"Updated","Enabled","Installed",87.62,39,"Yes"
"DEV0450","IoT Device","macOS","IT","Firewall Misconfiguration","APT","DDoS",88.66,96.61,101.09,5,4,"Updated","Disabled","Installed",66.85,46,"Yes"
"DEV0451","Desktop","Android","HR","Unpatched Software","Insider Threat","Phishing",89.51,37.01,307.05,13,6,"Outdated","Enabled","Installed",89.23,5,"Yes"
"DEV0452","Laptop","Android","IT","Unpatched Software","Ransomware","DDoS",49.96,80.48,455.26,6,14,"Outdated","Disabled","Not Installed",48.41,67,"Yes"
"DEV0453","IoT Device","Linux","Admin","Open Port","Malware","Phishing",66.23,81.23,189.77,17,6,"Outdated","Disabled","Installed",64.7,75,"No"
"DEV0454","Desktop","macOS","Admin","Weak Password","Ransomware","Phishing",59.11,87.97,196.03,18,12,"Updated","Enabled","Installed",79.69,37,"No"
"DEV0455","IoT Device","Android","Sales","Weak Password","APT","DDoS",79.38,35.12,441.61,8,3,"Outdated","Disabled","Installed",87.92,83,"Yes"
"DEV0456","Laptop","macOS","Sales","Cross-Site Scripting","Malware","Phishing",38.05,61.44,197.9,16,3,"Updated","Disabled","Not Installed",85.74,91,"No"
"DEV0457","IoT Device","Windows","HR","Unpatched Software","Insider Threat","Phishing",79.91,90.1,106.57,4,5,"Updated","Disabled","Not Installed",58.52,56,"No"
"DEV0458","Desktop","Windows","IT","Remote Code Execution","APT","DDoS",85.99,15.68,210.3,7,19,"Updated","Disabled","Installed",60.21,82,"Yes"
"DEV0459","Laptop","Windows","HR","Outdated Antivirus","Insider Threat","Phishing",27.96,28.57,468.81,12,3,"Outdated","Disabled","Installed",88.98,83,"Yes"
"DEV0460","IoT Device","Windows","Admin","Cross-Site Scripting","Ransomware","Brute Force",42.07,36.57,443.83,16,13,"Updated","Disabled","Installed",88.19,43,"Yes"
"DEV0461","IoT Device","Linux","IT","Cross-Site Scripting","APT","Brute Force",21.71,79.14,419.1,2,4,"Updated","Enabled","Not Installed",89.24,43,"No"
"DEV0462","Server","Linux","Finance","Remote Code Execution","APT","DDoS",67.7,20.9,59.8,14,18,"Updated","Enabled","Not Installed",71.49,45,"Yes"
"DEV0463","Desktop","macOS","HR","Buffer Overflow","Insider Threat","Brute Force",98.9,89.35,334.06,13,6,"Updated","Disabled","Installed",40.82,81,"Yes"
"DEV0464","Laptop","macOS","Finance","Unpatched Software","Insider Threat","Brute Force",87.63,41.14,401.41,13,17,"Updated","Enabled","Installed",82,4,"No"
"DEV0465","Server","Linux","Sales","Buffer Overflow","Ransomware","Phishing",67.32,88.8,372.76,17,1,"Outdated","Enabled","Not Installed",47.25,18,"Yes"
"DEV0466","Desktop","Windows","Admin","SQL Injection","APT","DDoS",47.47,65.53,133.6,0,23,"Outdated","Enabled","Not Installed",53.74,36,"No"
"DEV0467","IoT Device","Android","HR","Cross-Site Scripting","Malware","DDoS",71.71,52.79,311.3,8,22,"Updated","Enabled","Installed",62.04,97,"No"
"DEV0468","Server","Android","IT","Privilege Escalation","Insider Threat","DDoS",22.97,73.23,236.2,19,14,"Updated","Enabled","Installed",91.48,28,"Yes"
"DEV0469","Desktop","Android","Sales","SQL Injection","Insider Threat","Brute Force",29.32,77.71,197.34,9,24,"Outdated","Enabled","Installed",71.2,56,"No"
"DEV0470","Server","Windows","IT","Unpatched Software","APT","DDoS",61.33,58.81,239.37,9,1,"Updated","Enabled","Installed",45.91,88,"Yes"
"DEV0471","Server","macOS","IT","SQL Injection","Malware","Brute Force",89.7,16.35,214.52,10,17,"Updated","Enabled","Installed",83.22,49,"Yes"
"DEV0472","Laptop","Linux","Finance","Unpatched Software","Malware","Phishing",28.21,21.37,441.82,8,14,"Updated","Disabled","Not Installed",98.92,68,"No"
"DEV0473","IoT Device","Windows","HR","Remote Code Execution","APT","DDoS",97.37,70.74,172.84,11,10,"Updated","Enabled","Not Installed",48.75,33,"No"
"DEV0474","Desktop","Android","Admin","Unpatched Software","Ransomware","Phishing",95.92,74.66,227,19,8,"Outdated","Enabled","Installed",65.75,42,"Yes"
"DEV0475","Server","Windows","Admin","Weak Password","Malware","DDoS",94.94,52.89,451.52,2,2,"Outdated","Disabled","Installed",87.95,77,"Yes"
"DEV0476","Laptop","Linux","Sales","SQL Injection","Ransomware","Phishing",80.69,33.55,420.38,2,5,"Updated","Enabled","Not Installed",44.8,11,"Yes"
"DEV0477","Laptop","macOS","Admin","Open Port","Ransomware","DDoS",21.72,75.23,376.51,2,25,"Updated","Disabled","Not Installed",67.86,52,"Yes"
"DEV0478","Server","Windows","Sales","Buffer Overflow","APT","DDoS",54.13,16.46,247.92,9,21,"Outdated","Disabled","Not Installed",48.89,29,"Yes"
"DEV0479","Desktop","Android","Finance","SQL Injection","Malware","Brute Force",31.92,60.09,255.52,2,22,"Outdated","Enabled","Installed",47.64,53,"No"
"DEV0480","Server","Linux","HR","Outdated Antivirus","APT","Phishing",54.45,21.75,266.2,1,5,"Outdated","Enabled","Not Installed",41.36,21,"No"
"DEV0481","Desktop","Android","Finance","Firewall Misconfiguration","Malware","Phishing",63.12,89.89,107.32,11,25,"Outdated","Enabled","Installed",71.59,90,"No"
"DEV0482","Desktop","Android","Sales","Open Port","Malware","DDoS",79.28,80.2,178.74,20,14,"Updated","Disabled","Not Installed",65.15,11,"No"
"DEV0483","Desktop","Android","IT","Cross-Site Scripting","APT","Phishing",80.56,50.88,331.46,16,20,"Outdated","Disabled","Installed",43.52,93,"No"
"DEV0484","IoT Device","Windows","Finance","Open Port","APT","DDoS",93,65.97,359.73,7,5,"Updated","Disabled","Installed",74.5,52,"No"
"DEV0485","Laptop","Linux","IT","Privilege Escalation","APT","Phishing",43.46,78.78,120.68,11,4,"Updated","Enabled","Not Installed",41.78,12,"No"
"DEV0486","IoT Device","macOS","Admin","Weak Password","APT","Phishing",64.46,32.85,410.04,3,2,"Updated","Disabled","Installed",55.59,15,"No"
"DEV0487","Desktop","Linux","IT","Unpatched Software","Malware","Phishing",35.62,53,138.75,20,25,"Outdated","Disabled","Not Installed",64.5,1,"No"
"DEV0488","Laptop","Windows","Admin","Cross-Site Scripting","APT","Phishing",82.11,15.01,292.69,13,22,"Updated","Enabled","Installed",65.97,83,"No"
"DEV0489","IoT Device","Android","HR","SQL Injection","Malware","DDoS",67.27,76.75,490.67,12,9,"Updated","Enabled","Installed",91.42,42,"Yes"
"DEV0490","IoT Device","macOS","Admin","Firewall Misconfiguration","APT","Phishing",63.46,75.25,237.66,4,9,"Updated","Disabled","Not Installed",45.78,99,"No"
"DEV0491","Laptop","macOS","Sales","Open Port","Malware","DDoS",33.83,24.06,86.61,20,9,"Outdated","Disabled","Not Installed",74.37,37,"No"
"DEV0492","IoT Device","Android","Sales","Remote Code Execution","Insider Threat","DDoS",92.5,74.33,126.42,13,23,"Updated","Enabled","Not Installed",90.73,49,"No"
"DEV0493","Laptop","Android","Finance","SQL Injection","APT","Phishing",98.36,75.42,134.88,17,2,"Outdated","Enabled","Not Installed",87.73,21,"Yes"
"DEV0494","IoT Device","Windows","Sales","Weak Password","Insider Threat","Brute Force",99.16,50.44,63.05,2,3,"Outdated","Enabled","Installed",66.04,48,"Yes"
"DEV0495","Desktop","Linux","HR","Open Port","APT","Phishing",22.72,43.92,176.31,11,23,"Updated","Enabled","Not Installed",98.12,90,"Yes"
"DEV0496","Desktop","Windows","IT","Remote Code Execution","Insider Threat","Phishing",31.72,33.7,213.79,11,5,"Updated","Enabled","Not Installed",76.74,21,"No"
"DEV0497","IoT Device","Windows","HR","Weak Password","Ransomware","DDoS",75.56,69.24,174.05,10,10,"Outdated","Disabled","Not Installed",82.52,28,"Yes"
"DEV0498","Server","Windows","Admin","Outdated Antivirus","Malware","DDoS",28.84,21.41,103.7,14,24,"Outdated","Enabled","Installed",98.99,20,"No"
"DEV0499","Server","macOS","Finance","Firewall Misconfiguration","Ransomware","DDoS",21.84,30.83,108.58,18,5,"Updated","Disabled","Not Installed",58.55,57,"No"
"DEV0500","Laptop","Android","Admin","Unpatched Software","Malware","Phishing",21.14,38.46,442.45,18,8,"Outdated","Enabled","Installed",90.13,67,"No"
"DEV0501","Desktop","macOS","Finance","Privilege Escalation","Insider Threat","DDoS",44.84,73.6,241.5,1,22,"Updated","Disabled","Installed",81.83,64,"No"
"DEV0502","IoT Device","Linux","HR","Remote Code Execution","Ransomware","DDoS",69.16,44.42,95.11,4,14,"Updated","Disabled","Not Installed",47.05,45,"No"
"DEV0503","IoT Device","Linux","Admin","Privilege Escalation","Insider Threat","DDoS",94.49,97.88,117.33,6,11,"Updated","Enabled","Installed",74.8,94,"Yes"
"DEV0504","Desktop","Linux","Sales","Open Port","Insider Threat","Phishing",38.9,29.52,450.86,12,13,"Updated","Enabled","Not Installed",92.18,83,"Yes"
"DEV0505","Server","Android","Sales","Open Port","Ransomware","Brute Force",89.52,92.88,459.62,12,3,"Outdated","Disabled","Not Installed",98.65,4,"No"
"DEV0506","Server","Android","Admin","Buffer Overflow","Ransomware","DDoS",89.27,27.04,429.05,18,24,"Updated","Disabled","Not Installed",42.85,96,"Yes"
"DEV0507","Server","Android","Sales","Buffer Overflow","Malware","DDoS",26.46,84.43,297.12,9,11,"Updated","Disabled","Installed",52.64,65,"Yes"
"DEV0508","Server","macOS","HR","Weak Password","Insider Threat","Phishing",21.87,86.13,169.19,16,9,"Updated","Enabled","Not Installed",99.88,98,"No"
"DEV0509","Desktop","Linux","HR","Remote Code Execution","Insider Threat","Phishing",25.6,37.24,412.07,13,25,"Updated","Enabled","Installed",78.55,84,"Yes"
"DEV0510","Laptop","Android","HR","Open Port","APT","Phishing",66.3,39.83,79.89,10,21,"Outdated","Disabled","Not Installed",95.79,61,"Yes"
"DEV0511","IoT Device","Android","HR","Cross-Site Scripting","Ransomware","Phishing",61.85,67.07,85.98,4,16,"Updated","Disabled","Not Installed",62.97,67,"No"
"DEV0512","Laptop","Windows","Sales","Outdated Antivirus","Ransomware","Phishing",72.69,67.68,175.24,7,15,"Outdated","Disabled","Installed",43.57,64,"No"
"DEV0513","IoT Device","Windows","Sales","Weak Password","APT","Brute Force",33.62,51.28,272.4,5,1,"Updated","Enabled","Not Installed",43.47,47,"No"
"DEV0514","Server","Android","Sales","Privilege Escalation","Malware","Phishing",25.88,64.99,435.22,9,1,"Outdated","Enabled","Not Installed",52.02,75,"Yes"
"DEV0515","IoT Device","Windows","IT","Weak Password","Ransomware","DDoS",72.6,16.96,368.29,13,13,"Outdated","Enabled","Not Installed",77,28,"No"
"DEV0516","IoT Device","Windows","IT","SQL Injection","Insider Threat","Brute Force",21.21,70.58,237.1,9,3,"Updated","Enabled","Installed",96.38,22,"No"
